GRB,GPS,RA_rad,DEC_rad,detectors,logZ_Unconditioned_tran,logZ_Unconditioned_err_tran,logZ_Conditioned_tran,logZ_Conditioned_err_tran,delta_logZ_tran,delta_logZ_err_tran,Transient Unconditioned_MAP_M_c,Transient Unconditioned_MAP_q,Transient Unconditioned_MAP_s1_z,Transient Unconditioned_MAP_s2_z,Transient Unconditioned_MAP_iota,Transient Unconditioned_MAP_d_L,Transient Unconditioned_MAP_t_c,Transient Unconditioned_MAP_psi,Transient Unconditioned_MAP_ra,Transient Unconditioned_MAP_dec,Transient Unconditioned_MAP_lambda_1,Transient Unconditioned_MAP_lambda_2,Transient Conditioned_MAP_M_c,Transient Conditioned_MAP_q,Transient Conditioned_MAP_s1_z,Transient Conditioned_MAP_s2_z,Transient Conditioned_MAP_iota,Transient Conditioned_MAP_d_L,Transient Conditioned_MAP_t_c,Transient Conditioned_MAP_psi,Transient Conditioned_MAP_ra,Transient Conditioned_MAP_dec,Transient Conditioned_MAP_lambda_1,Transient Conditioned_MAP_lambda_2
GRB240817057,1407892945.87679,3.9622464678775273,-0.7995353303386024,"L1,V1",-0.4159569541241549,0.0647744704589269,-0.1217364973824843,0.0517640777646009,0.2942204567416706,0.0829171379755358,1.5248623841105142,0.12719853855517,0.0256234085583266,0.0155757483815187,1.6914593879818254,770.3242409186604,-4.646174790976252,0.7814227665532598,5.634426291795052,-0.3053596304739115,391.18128417665446,2324.0478542198844,1.2794599581892656,0.1403989821608557,0.0256001357913632,-0.0125661914519399,1.7078863619647784,762.7727588358391,-6.659589410862473,0.5771626137726427,3.9344344281972585,-0.8416172714162462,1621.5425620399096,1321.0217563338606
GRB240807920,1407103471.586707,5.189736530805139,-0.7454301235267782,"L1,V1",0.3217061414043701,0.094928307373926,-0.2747683958780314,0.0598631312858641,-0.5964745372824015,0.1122273497335974,1.761054627506348,0.3028342994022657,0.0427105003107359,0.0025155614081373,2.330754885070945,269.30039525340874,-2.589210392910968,1.949733264324668,2.0052048626515258,-0.2963815405336095,2501.224840622237,2449.97321821529,1.8467391572566,0.1404121950209658,-0.0432157738250809,-0.0285636542157315,1.617470855321741,731.4043040007634,-2.8396639984415883,0.402493576899218,5.256541719090386,-0.7179576068818243,2801.525827766584,3505.048163773454
GRB170817529,1187008884.474624,3.446152608062804,-0.4080841590550541,"H1,L1,V1",517.4947489312956,0.3338517314804789,522.7273157707828,0.3064096948109926,5.232566839487163,0.4531488493714614,1.1988963599878233,0.7779483199784463,0.0422047963565545,0.0432138797572764,2.135276730335617,41.55749307397677,-2.0379141428394005,1.5866112465389013,3.424977545603608,-0.3530495497177716,138.37154315989474,1093.1751555558908,1.1985548012712597,0.8043371893656304,0.0417084888186563,0.0427113891951571,2.0717112873499284,41.56178747334703,-2.0345040214246426,0.1026311109974151,3.428546893718811,-0.3552052907986202,37.73929227286724,942.6077190302158
GRB240824549,1408540294.698739,0.3112794720931887,0.0457276264022514,"L1,V1",32.094677625110286,0.2431794095991318,30.12523305620053,0.2352326193387163,-1.9694445689097504,0.3383350564956812,1.0125714166051472,0.1755747790560052,-0.0010018047068595,-0.0271302613076422,1.559395108975355,93.15115608545575,-9.321434848794867,1.049878348230866,4.941271778527235,0.8874158018154938,4711.107974367131,841.5646460467881,1.0075562797904785,0.3514625311139392,-0.0211002377888436,0.0105515004885458,1.5307541741223505,69.26854801704991,-9.070585571368705,2.454411691481704,0.3082977076851144,0.0369590528946903,1595.4283413882958,3152.911872335454
GRB150912600,1126103088.6117728,5.6087900842089775,1.278628210011046,"H1,L1",-0.1028202081819309,0.0437167243407924,-0.1437922931189395,0.056462612745314,-0.0409720849370085,0.0714085332794067,1.474821806013149,0.1317646528401999,0.0321401494263564,-0.026130463343776,1.4559357743555512,508.2524260950804,-8.507495027780397,0.3868934501107124,0.1429491906409753,-0.3972692880239158,1996.881014939277,718.1028508613833,1.57035307560311,0.1360780655856697,-0.0300933825956162,-0.0115575827804744,1.5353672190057273,203.4730014356128,-1.1323620914206574,1.413546581866509,5.549777055808466,1.1816698770208296,4508.972117789959,2727.8330118728622
GRB150923429,1127038714.9236224,4.674166269766014,-0.7096508738608943,"H1,L1",-0.001287023634998,0.0538990234813145,-0.1141216747995235,0.0617459365832354,-0.1128346511645255,0.0819613653911416,1.841724718727109,0.1801392470483501,0.0105474124529519,-0.0427077180396065,1.7772870015999054,359.393155443511,-6.205397422128367,1.9641013126126832,4.18220770894899,-0.0951547390973414,2047.0841020246903,3755.02604152546,1.2689882310041254,0.1272105198552149,-0.0281328867726451,0.0295794057013275,1.4584347770978527,257.65447744965286,-3.3423637280163847,2.2970939924155536,4.546980729817536,-0.7068604664252146,4482.388823044562,288.92995744055065
GRB151202565,1133098446.808275,5.698325474836286,-0.4305727264670011,H1,-0.0990768719153115,0.0376944868598815,-0.2716325838511074,0.0511014985209354,-0.1725557119357958,0.0634999015016161,1.4202204929832165,0.1580426433912785,-0.0180880552672454,0.0200452333620851,1.3939054253569054,296.70605333390006,-8.566566591380617,2.943594583326422,5.72906865902138,-0.0904654741563938,1821.9776501711992,3479.4842294596388,1.806523480284912,0.1360185633989436,-0.0215553031931343,-0.0035155141175116,1.7151455413487424,591.3661711869117,-9.0182829632901,1.0979024711245895,5.694188135414242,-0.3870527060807383,4182.870868763545,942.1908623806152
GRB151222340,1134807030.624003,6.19906043723346,0.640535835481919,"H1,L1",0.0777677060076852,0.0632139185824021,-0.0854925490288515,0.0413845950459097,-0.1632602550365367,0.0755558350470465,1.987125806544072,0.3162163555021915,-0.0366805666122166,-0.0200922742754858,0.8284455280498024,261.517150287539,-8.918768606419322,0.0394693435413781,5.098118449070235,-0.783649560218893,2875.781280947146,113.05497478901268,1.4397451424965944,0.1624873959151067,0.0215643980323779,0.0401590484016461,1.4735718983600052,727.9630295315912,-5.809320688708703,1.3980009518832714,6.150917227650712,0.6529284081278818,1770.395551672127,2323.2481182454103
GRB151231568,1135604305.1653566,2.61939014139309,0.5028293574995664,L1,0.1631592216911167,0.0497341227655909,-0.0225248244378661,0.0401024923003855,-0.1856840461289828,0.0638881276605079,1.4948438611671513,0.1360220524898738,0.033668870620417,0.0482368614802349,1.86015644495142,46.18999369193667,-7.356729605811401,1.0340675518276865,4.593239639998559,-1.3242929382837894,3101.943729190504,1847.1608053764287,1.4549133976269188,0.1316066370043224,0.0461414830470891,0.0376865131373326,0.8273322828307395,116.1221218259406,-3.442611859584621,2.091733834858512,2.636749175248445,0.466875880856395,4056.86123856067,4785.155134708277
GRB161212652,1165592356.37936,0.4352851154473858,1.1908381486357311,H1,-0.0545123009966511,0.0356147560897862,0.0013034343100154,0.0406400499346131,0.0558157353066666,0.0540372511331101,1.6104966992129277,0.1668536336897464,0.038693085126535,-0.0261334940593705,1.6321661390701232,131.8980609614976,-0.7786589546837686,0.1817168951764743,0.8054550967406207,-0.3899514734616104,4083.316644930325,40.73422399431779,1.3742336777703337,0.5272988392084443,-0.0411919832444868,0.0477139278796686,1.839277842582508,35.49571685614656,-9.218850481807667,2.186461895030776,0.3349099938115663,1.2416508237197177,3704.04742464799,1496.3525287088405
GRB170121067,1168997831.640605,0.0528834763354281,-1.319817980358112,"H1,L1",0.0550972117618098,0.064537588665614,0.0397773064942555,0.0685326520999099,-0.0153199052675543,0.0941372654936359,1.7964511619153267,0.1491908039924454,0.0165585454203647,-0.0291315530475237,1.702288874776282,226.2171569540056,-2.038667818037837,0.7181757728542693,4.088685544779112,-0.1723230861700654,89.26898243082958,166.7280455755151,1.6859255188496474,0.1316291258384745,-0.0010009283367449,-0.0311341712867887,1.4794613820939562,319.80356677628856,-9.56821818182367,1.8078096403269936,0.106399533703109,-1.3739898842248182,188.969168905378,2425.199241979697
